emp_no,salary
228564,86555
228789,65551
228905,83476
229139,83090
229371,78923
229730,83897
23014,51675
230432,59550
230564,75993
230757,80422
230886,49726
231021,90582
231699,60747
231847,65293
231860,98807
232107,69654
23216,52527
232315,70671
232323,81650
232339,44799
232569,86527
232600,43763
232666,64114
232725,84254
232941,83578
233058,53085
233162,98880
233225,43572
233345,76265
233464,83054
233587,48719
233736,81406
233950,85245
234015,69040
234124,71598
234182,99778
23426,44553
234311,85488
234454,96256
234564,60349
234884,44037
23503,71383
235296,93063
235529,54507
235594,66933
235718,72039
235879,76942
236081,71823
236120,51607
23682,58574
23683,49678
237067,40910
237124,73534
237129,74193
237330,69597
237619,86362
23775,60986
237850,62246
237963,63926
238050,96196
238467,91931
238512,59972
238818,73530
239021,99452
239124,99285
239236,80682
239285,83473
239477,49876
239485,49890
239601,98460
23974,86072
239752,84372
240004,91679
240038,73601
240048,93479
24010,58731
240133,59456
240216,77677
240339,52659
240632,69522
240750,85811
240765,87047
241264,40000
241487,97131
24154,87196
241589,80788
241599,90606
241802,93074
241889,66595
242013,50971
242043,95206
242580,87242
242793,77263
242837,76852
243094,55471
24323,57701
243368,46467
24337,58351
243668,74767
24440,55072
244848,72049
245047,68892
245085,69909
245097,77932
245157,65217
245296,40000
245564,58094
245733,97250
245850,133905
245903,62353
24616,76215
246357,66115
246389,70641
246768,42230
24685,87245
246966,70154
246995,85175
247148,99059
247781,67840
247881,69914
247982,99831
247985,84327
248325,64267
248331,85058
248423,74921
248481,96083
248636,49256
248656,46919
248744,60000
248947,56196
248962,48220
249096,88227
249228,60666
249303,90949
249395,73152
249674,86163
250294,58535
25036,60106
250562,98947
250808,57918
250820,70032
250884,55504
250897,60955
251013,45791
251140,59470
251207,84372
251428,47289
251605,79252
25175,67110
252043,64171
252120,78880
252176,43083
25274,64016
252818,88970
252910,49392
253138,45480
253360,99653
253410,64454
253496,82446
253609,87198
253678,62991
25380,57256
254058,61185
254074,58043
254476,64105
254477,84248
254664,61707
254779,66224
254890,59204
254948,72174
25525,51431
255603,52560
255642,53884
255959,52255
256413,98105
257182,55879
257357,67947
257619,74147
257790,48340
257807,43215
257821,61628
257852,59418
257955,77011
258062,48311
258071,52687
258073,80597
258269,54036
258466,80653
258899,77829
258990,59501
258994,50336
259126,83389
259311,91900
259465,82634
259467,94495
259716,99665
259920,57489
260264,66206
260308,68771
260381,98827
260526,46205
26055,69219
260848,51952
260849,52232
260912,56185
261050,52108
261095,67282
261165,87716
26122,40000
261350,98157
26144,97246
26197,76476
262232,68581
26250,79063
262548,50998
262843,65081
263109,58692
263151,67065
263448,61803
26351,99571
263758,53607
263789,55643
264096,67409
26414,51808
264541,47892
264716,55271
264750,61968
265409,47651
265982,57840
266032,58312
266344,50874
266359,80806
266394,66525
266710,51198
266795,59661
266906,79089
266941,60937
267050,65063
267078,40000
267340,69386
26763,45692
267808,71004
268029,80227
268217,53332
268445,58029
26892,62804
269094,86355
269566,59496
270034,81685
270036,90505
270053,72034
270434,48575
270440,66093
270571,47294
270581,99446
270664,51156
270935,58325
271531,60846
27170,71994
271700,70892
272041,74062
272265,89574
272818,48051
272860,52266
272964,98888
273024,53745
273157,64244
273265,71038
273395,56895
273505,45143
273543,45718
273856,74643
274363,76412
274464,54058
274616,90306
275095,54287
275123,76435
27518,51336
275222,53972
275420,42745
275618,88646
27569,64418
275967,73005
276090,61457
276123,43165
276304,68807
276370,64407
276529,86577
276627,99484
276718,70871
276778,42499
277003,66091
277078,80975
27718,44906
277279,51038
277362,62730
279200,58808
279302,71102
279438,98040
280019,85195
280139,46355
280157,79404
280160,66088
280265,68321
280276,48703
280318,82866
280323,46573
280452,52721
28047,55517
280509,72010
280520,67928
280654,58582
281040,52198
281291,73453
281324,75747
281395,98451
281784,44295
28203,47363
28219,56970
282465,79068
282630,64112
282639,82396
283473,56415
28369,73542
283775,74040
283908,52196
283950,82226
284064,91058
284078,91618
284175,71265
284585,45742
284842,97504
284861,88625
28534,85631
285566,83599
285799,76837
285982,54901
286008,73291
286015,59903
286060,89297
286121,61139
286445,57722
286696,84955
287586,67574
287599,49623
288268,42190
288434,99047
288628,82745
28879,77820
289532,44103
289986,93245
290245,71945
290354,68361
290466,71067
290623,57164
29100,51484
291049,98320
291224,70984
291350,69586
291455,63023
29147,70536
291662,57092
291706,75016
291726,44743
291907,53301
29194,67021
291984,77633
292041,79289
292638,82676
292930,99249
293651,121321
293684,65440
293702,43672
294393,61258
294492,80287
294709,57331
294726,40000
294745,96953
294797,97732
294928,83773
295058,97798
295246,99308
29547,99602
295628,87987
295710,47545
296208,50038
296211,55258
296223,48484
296271,94873
296412,77589
296489,74398
297814,61818
298150,96765
298186,93545
298240,59698
298284,58416
298411,70776
299041,60216
29907,54379
299107,85193
299414,52499
299693,47781
29979,64597
299792,54096
299941,53725
30085,51660
30467,73902
30875,44320
31109,97099
31380,74592
31410,99095
31749,48291
32125,53167
32143,88204
32582,75452
32628,69111
33071,74589
33252,51871
33317,99773
33342,72331
33355,60132
33366,65295
33772,70408
34358,60940
34668,62147
34978,63937
35036,59673
35191,93228
35423,75305
35504,57438
35547,58367
35758,70922
35773,56177
36222,54372
36913,55307
37042,62259
37516,97679
37926,62498
38109,55966
38656,52649
38862,56648
38953,45308
39269,98134
400067,73138
400158,55838
400440,82680
400686,46841
400833,52953
401322,71115
401498,48750
401583,99314
401656,99405
402363,55533
402440,53137
402530,81493
402637,70973
40298,68024
403676,66092
40400,45250
404119,43215
40416,64004
404787,59291
404946,80447
40501,88373
405034,63594
405305,66144
405348,66458
405488,41909
405654,47815
405690,71238
405778,76355
406232,75556
406870,83395
406891,99078
407011,42770
407340,97602
407493,50253
407594,97073
408297,43735
408334,57575
408925,57929
409101,78706
40913,98930
409256,78147
409348,82280
409399,97526
409407,65268
409878,78666
409987,70255
410084,84262
410598,74941
410686,75479
410765,48188
411181,50422
411189,70379
411190,59841
411192,67217
411230,81859
411269,47479
411459,73526
41147,77075
411541,64875
411691,66195
41175,86333
411979,59646
411994,76641
412710,74708
413020,45257
413114,79246
413144,83258
413223,58533
413428,72985
413528,57670
41355,61890
414048,44301
414210,81171
414389,73200
414616,45762
414767,63226
414917,81651
415002,64791
415093,53418
415142,63701
415152,96657
41609,86559
416359,82813
416369,49437
416419,62289
41669,90832
417239,61641
417286,73057
41736,61205
417369,45741
417493,58627
417540,85478
417549,50748
417847,64760
417892,66153
41794,83367
41805,47418
418163,53879
418211,73289
418434,65282
418887,48248
419001,61460
419075,79422
419127,96746
419215,76205
419278,52716
419282,81680
419291,58183
41949,50043
419506,99023
419531,79159
419590,99442
419633,43484
419710,46012
42002,66760
420149,43530
420731,55980
420748,78009
420838,81787
421000,45734
421021,94210
421349,63043
421863,47217
422140,61751
422215,87791
422388,96428
422796,67088
423120,66014
42322,84337
423299,53451
423610,53912
423624,63284
423816,57241
424036,79080
42408,75714
424529,60221
424657,70014
424733,48804
42504,75272
425245,94430
425255,70086
425268,84254
425402,59939
425496,73535
425692,61712
426178,83423
426221,44371
426444,52269
426475,83220
426784,74546
426876,61870
426941,96676
427000,78016
427015,45006
427034,98949
427092,52967
427094,97601
427342,72794
427359,57433
427545,67512
427792,73459
427830,50042
427945,98818
428044,84470
428330,48549
428486,45064
428662,54305
428879,42539
42893,88690
42910,74895
429123,99272
429462,60581
429712,92891
430159,89780
43028,77033
430351,67115
430391,99552
430627,43197
43073,91450
431202,81999
431349,67013
431479,78545
431763,52879
431899,74101
43214,62150
432402,66283
432533,73149
432583,143937
433398,67254
433476,67016
433724,79972
43399,50288
434463,73061
434498,49650
434575,77364
434576,49221
434894,67827
435128,50633
435153,42381
43528,74166
435286,66183
435882,67995
435885,73968
436075,65578
436210,78072
436216,67479
436479,58473
436619,56452
436732,54466
436795,40000
437209,54183
43722,84820
437321,45496
438090,48129
438194,84585
438216,98171
438319,65039
438821,81011
439221,58353
439630,99045
439638,60486
440300,98947
440368,49492
440852,69619
440866,72608
440977,86582
441516,74814
441977,70491
442306,65716
442370,77383
442392,49009
442405,80937
442406,53522
442549,79291
442873,61992
443250,92320
443486,83285
444040,50976
444334,75093
444626,74410
444668,58385
444672,82059
444968,61696
445238,72332
445785,71560
446065,92181
446109,84947
44618,91774
446258,99119
446335,65862
446431,93389
446459,44685
447424,63461
447444,77649
447635,97984
447950,98173
448161,63959
448431,65033
448479,48214
448886,53679
449007,69137
449013,98155
449152,95829
449183,44335
449410,73474
449850,57920
450027,81303
450209,70181
450326,77875
450591,56099
450630,73399
450781,42139
45094,63339
450961,96574
451218,73464
451552,56726
451587,50311
451756,82464
451784,54073
451859,46874
451978,95099
452181,53941
452207,80799
452529,98058
453030,46081
453089,49920
453398,72491
453873,54329
454041,49504
454092,62910
454119,70809
454438,71917
454633,45227
454684,73923
454938,71202
455431,99098
455859,65839
455883,51500
456157,52485
456170,60410
456231,68509
456273,61653
456452,48532
456578,55355
456888,48735
456938,78664
457256,71135
457334,72843
457342,66686
457569,57101
457865,78818
458199,67232
458374,69719
458575,65843
458585,40640
458671,65285
458809,83563
458975,96596
458976,80669
458982,58554
45918,49242
459359,70098
460046,95892
46035,79742
460627,61369
460894,69407
460949,81094
461090,91207
461912,93359
462347,54001
462582,76555
462656,65066
462770,97471
46280,87692
462854,84095
462861,97800
463178,63969
463302,51434
46338,48484
463740,48883
463811,40000
463847,75476
463977,76520
464164,45561
46474,71108
464968,47488
464988,89616
465063,57461
465203,85109
465328,77990
465359,79874
465381,62792
465555,49046
465631,52045
465804,67428
466202,71010
466345,86549
46657,66258
466827,76472
46686,60211
466939,98367
466980,62155
467200,65364
467374,51947
467401,59311
467433,84406
467474,59295
467655,90483
467696,47488
468364,48745
468693,88208
468878,78164
468903,55069
469297,53215
469351,47194
469405,49521
469412,67882
469598,96462
469932,73058
469938,50768
470054,58670
470276,71971
470648,54039
47127,65068
471494,47845
47152,66254
471522,40000
471538,99786
471912,75911
471997,40000
472023,89808
473058,80230
473097,67471
473114,64651
473355,65893
473610,67044
47389,89876
474085,50130
474138,63880
474254,83034
474260,70053
474272,43123
474855,59561
474877,52755
474900,65290
474905,60904
475195,80439
475223,92398
475241,74091
475371,50088
475504,48105
475584,91797
475688,46875
475822,51041
475955,66861
475988,50396
476114,61211
476189,86291
476203,60386
476245,48433
476454,77521
476912,50140
477053,57862
477059,70918
477279,52375
47728,61441
477353,62600
477379,64573
477576,60655
477771,64154
478057,83575
478083,42273
478481,64401
47852,50983
47893,92345
479159,82952
479258,71164
479484,50709
48018,97706
480363,70417
480411,74842
48053,67360
480588,73465
480662,67010
480840,65532
481140,69916
481145,85718
481493,61076
481527,50076
481757,63481
481826,52741
482147,60179
482412,52622
482535,70279
482737,79858
482779,61646
482804,77331
482840,82867
483015,53187
483063,64278
483859,61034
483917,70836
484218,82149
484413,59824
484474,57281
484801,55117
485105,97629
485143,63241
485243,62664
48529,79258
485524,71173
485608,66725
485628,57731
485633,97855
485731,79306
485799,42317
485983,79278
486109,59508
486189,72717
486656,62784
487003,71455
487009,52363
487015,59314
487048,95199
487428,88945
487497,64470
487816,76605
487933,55846
488075,51786
488193,82229
488492,78298
488550,67468
488606,87604
489253,49509
489358,53578
489372,55038
489467,82225
48965,63369
489808,50562
489837,55989
489848,69636
489901,93191
490050,67933
490452,53811
490742,67714
491001,90086
49114,50443
491401,89895
491427,49067
491732,89683
491887,43887
492099,51448
492108,75597
492256,67792
492466,79189
492579,64048
492596,53926
492651,81397
49302,69477
493412,49082
494200,48749
494261,62983
494422,77298
494522,86449
494538,92679
494973,97535
496448,52511
496477,64319
496610,48922
497424,51846
497527,43364
49761,65660
498024,65431
498536,71237
498545,49292
498846,43959
498912,63386
498921,56905
499009,43562
499119,48756
499501,78006
499555,95975
499829,52905
50050,50253
50318,71555
50497,97375
50569,89187
51277,48154
51501,52509
52104,74785
52671,92934
53179,68693
53255,70196
53541,60488
53636,99341
54063,74667
54141,75236
54200,99617
54303,81030
54304,73438
54413,60254
54529,49974
54582,67312
54764,66224
54975,93885
55053,62020
55344,73682
55960,53869
56424,64792
56511,70597
56578,67816
56661,77039
56738,49196
56833,64328
56859,57978
57133,69853
57883,75035
58683,62856
58690,63276
58777,40515
59159,75700
59239,49476
59288,65911
59510,82910
59609,53405
59619,85958
59883,68477
59946,44241
60552,68644
60624,68408
61057,56302
61550,78167
62091,71727
62615,96176
62832,78618
63205,54998
63237,72140
63253,73145
63306,98421
63421,45700
63435,54318
63558,60912
63612,84528
63684,90109
63910,55958
64043,75259
65134,99878
65313,68366
65918,68359
65942,76576
66039,81014
66583,82733
66966,47107
67014,74954
67318,40000
67557,52526
67611,79998
67927,69826
67930,86970
67957,59306
68336,64095
68556,63155
68612,67896
68688,46649
69492,57278
69595,71435
69939,70067
70000,82561
70250,61871
70461,69511
71097,84572
71199,77035
71235,56782
71245,67753
71349,79447
71407,127962
71657,51927
71774,47999
72033,59032
72124,48391
72235,63231
72250,51289
72328,61121
72371,52895
72427,47004
72437,94066
72600,91964
72601,57507
73005,71445
73158,45110
73238,79480
73790,95143
73814,99301
73980,52466
74042,98701
74431,40000
74504,82263
74670,47981
74887,88901
74925,68844
74952,42120
75062,60336
75202,91998
75270,73732
75451,59874
76248,40000
76733,60121
76950,63677
77225,72433
77327,66773
77368,70536
77533,92150
77546,92451
77547,66659
77737,65458
77996,68027
78505,84160
78687,58261
78751,88739
79206,60906
79297,78080
79369,68945
79733,61841
79969,97952
80059,62741
80184,69992
80200,67685
80211,79555
80239,71831
80327,40094
80494,66672
80824,65386
80968,84492
81249,49361
81439,78420
81733,53387
81848,98982
81904,68090
81940,80114
82167,49983
82319,98926
82613,48633
82979,63675
83128,67753
83279,64413
83676,56084
83738,60478
83864,63223
83959,93310
83990,87063
84232,42517
84289,45810
84544,50609
84940,82388
85103,62517
85264,64840
85533,65710
85558,47324
85715,46861
85885,48804
85940,59663
86526,70248
86916,62545
86983,93819
87130,78385
87669,64227
87784,54875
87817,57079
87906,85480
88368,68264
88573,84849
88677,72573
88792,70793
88831,70349
89080,67617
89351,86793
89456,88006
89496,98973
89556,66572
89694,50812
89786,63840
89956,42864
90464,57635
90964,78400
91410,70360
91443,63023
91928,70280
91950,93003
92389,58906
92477,53218
92538,99832
92675,71614
92701,68295
92955,76439
93178,58363
93346,70944
93548,44978
93898,59361
93960,98190
94082,96031
94210,97417
94324,47551
94461,76314
94559,81817
94663,50487
95470,84858
95583,67046
95605,75239
95699,44254
95770,45210
96494,64962
96660,54975
96683,55520
97594,55274
97781,70514
97919,66029
97989,60252
98184,44703
98396,71891
98855,75435
100079,53042
100276,61325
100366,60081
100411,81008
100577,48709
100659,63748
10101,66715
101020,96189
101293,68333
101595,93622
101818,64598
101971,63486
102005,63001
102413,67403
102578,44902
103186,82206
103613,64744
103696,49317
103829,48352
103855,65364
103961,44724
104118,81708
104272,77807
104869,46467
105049,60737
105067,75662
105359,68485
105399,51350
105461,64032
105532,62197
105872,99064
10598,43659
105982,51210
106096,56868
106154,60498
106223,45925
106301,80502
106358,98540
106400,67322
106810,92825
107296,55069
10751,50052
107635,78339
107725,66365
107826,72620
107849,58086
108016,79782
108183,73901
10833,45789
108409,70842
108698,92706
108702,59767
108955,40000
109103,70256
109205,59484
109356,76589
109469,78998
109476,97933
10980,85016
109848,65214
11411,67138
11536,73116
11788,92217
11892,64356
12020,99393
12634,65228
12934,69545
13738,60469
13766,65504
13987,69305
14023,48708
14153,50913
14404,70296
14732,64452
14886,69097
14982,45933
15056,69133
15256,46200
15764,62240
15792,90091
15861,77129
15923,80178
16021,79552
16242,46272
16453,77928
16801,78098
17113,48924
17682,75413
17748,55237
17764,54403
17792,67833
18604,48957
18971,64575
19135,40000
19195,89996
19209,50499
19349,51846
19535,54320
19992,73957
200016,69511
200025,89977
200053,78304
200362,60652
200642,60590
200739,56154
201043,64144
201140,49133
201188,60957
20119,69049
201283,66203
201494,76966
201764,74592
201970,83010
202181,64736
202200,87311
202292,57317
202314,51445
202632,46513
202735,99483
203007,62545
203241,49544
203660,97525
203841,49931
20398,99850
204000,62069
20416,45894
204222,99807
204471,67734
204845,83769
204931,48636
205109,81618
205913,65504
205953,77779
206073,99556
20612,89445
206581,58474
206651,69624
20677,89999
207718,60543
207907,90548
20811,87835
208225,60850
208493,81110
208553,74881
208575,97544
208747,98086
208941,98561
209024,88870
209058,75296
209181,68725
209279,73236
209293,68594
209504,70381
209580,43063
210235,55766
210307,81833
210488,50118
210492,40000
210519,67020
210592,53520
210820,53830
210843,71807
210955,66595
211168,78244
21124,71514
211397,40000
211483,78553
211693,74156
21188,43123
212596,71519
212629,69059
213108,95326
21358,51411
213708,57318
213720,78583
213762,77072
213790,64654
213882,50570
214397,98510
214436,80223
214580,57518
21460,79387
214808,80848
214964,65356
215077,94216
215223,77981
215477,55630
215697,78574
21578,99648
215814,70526
215837,66698
215850,54944
215941,97291
216054,70842
21620,58272
216762,49885
216961,76847
217475,70401
217772,58649
217790,54963
217946,42209
218089,99928
218126,98177
218150,97922
218432,98365
218520,79113
218528,67682
219088,89723
219185,64488
21953,95326
219608,67756
219625,55847
219829,63674
220771,52360
220999,94159
221077,85506
221339,74877
221448,58855
221802,99466
222244,87775
222338,64477
222367,72582
222590,84608
222654,77063
223024,81330
223152,57843
223218,46293
223437,54299
223461,97993
223605,47267
223697,90646
223731,57222
223794,48317
224020,86439
224024,59101
224220,83576
224494,58044
225127,83306
225130,45392
225150,65424
225487,49593
225550,63556
225794,64172
225935,55407
226032,70170
226212,44710
226357,54485
226514,82216
226723,40000
22700,56836
227151,65534
227651,88424
228154,51904
228232,89568
22826,42765
228367,64577
228532,78590
228727,43162
228978,67621
228984,50141
229199,67422
230029,64557
230085,98214
230096,78072
230557,52607
230769,73205
231023,78441
231232,89601
231422,55655
231501,70085
231565,56039
232131,84293
232264,53494
232465,83130
232728,40000
232776,75786
232822,61129
232926,81282
232951,92087
233013,58745
23309,92573
233185,64994
233416,70416
233611,84553
233974,58387
234253,98452
234305,56070
234534,94629
234602,87773
234906,47415
235013,73894
235167,98738
235283,52504
235323,80538
236311,71635
236367,94522
236438,75172
236464,46788
236691,43368
237205,58944
237239,42886
237271,44376
237498,73268
237503,58731
237627,89489
23770,57122
237726,59571
237916,68647
237920,44625
238071,61121
238348,59992
238393,57174
238401,53338
238414,92761
238434,61850
238623,70125
23879,62221
238830,58208
238862,82478
23887,74443
239062,54911
239112,67655
239128,85842
239137,85818
239470,47169
239748,97884
240174,63557
240786,65209
240919,94523
240971,40000
240979,65767
241131,42518
241382,55019
241764,98814
242125,99224
242146,73903
242310,61635
242620,70634
242733,66958
243177,71561
243230,78529
243406,58548
243542,50351
243562,47768
243814,64427
244762,87927
245059,53352
245324,65596
245516,46338
24553,96511
245729,98183
245760,58084
245818,98208
245954,56546
245957,66829
246000,83699
246144,49213
246163,51684
246460,55337
246543,60220
246575,80156
246611,98102
246867,50602
247042,56314
247053,86932
247253,75763
247342,54568
247471,40000
24784,84490
248013,99138
248041,57265
248065,71245
248134,81900
24816,87849
24843,68111
248494,40198
248606,98064
248812,97148
249022,53407
249116,48898
249487,73815
250254,57235
251019,58464
251147,58563
251386,58227
251635,73919
251668,51273
25184,77485
252050,55022
252072,48259
252159,88073
252171,55537
252306,78984
252431,46523
252672,41022
25282,57398
253057,52216
253114,92473
253161,53359
253180,84729
253211,71577
253248,55378
253965,97071
254208,63934
254250,51344
254497,98177
254770,80616
255141,61914
255300,60424
255318,98120
255481,67563
255581,95772
255978,98403
256202,62628
256380,60228
256441,62185
256746,89013
256775,44119
256876,73522
25692,69136
257012,94614
257222,81245
257227,87932
257287,53701
257367,67811
257397,68642
257525,95857
257613,69023
257639,65986
257652,68960
257658,68313
257760,56000
257910,84177
258082,45869
258088,99732
258121,58338
258201,55052
25827,60386
258274,64843
258307,81485
258364,61451
258437,44036
258531,68539
258722,88201
258813,84427
258832,47063
258882,82009
258954,50686
258966,99000
259065,81346
259254,52997
259303,65048
259531,67119
259831,66293
259891,93509
260289,74867
260402,64251
260450,51422
260737,88665
261159,55132
261687,53146
262495,91074
262530,84638
262532,46935
262606,64266
26272,57941
262812,55893
262855,60954
262920,79502
263250,72262
263309,82753
263433,59151
263636,69910
263834,99465
263849,68826
263873,43118
264218,51287
264223,77637
264324,74046
264506,60281
264577,72718
264887,76111
264911,56536
265240,84662
265644,67459
265901,83320
265941,60308
266022,40000
266635,63349
267003,71546
267068,43957
267076,95790
267151,43236
267251,84813
267295,86130
267367,80182
267496,78359
267623,53682
267651,80201
267786,61127
26799,45017
268004,48751
268049,91708
268075,78663
268347,62988
268407,72619
268505,54000
268601,79196
268847,48001
268976,76901
269100,82261
269144,56504
269494,59503
269725,53823
270314,66090
270384,63697
270624,47025
270760,90243
270824,89530
270960,82594
271042,52370
271496,55102
271607,71806
271861,48737
272109,71782
272252,77552
27233,65058
272417,51855
272694,78547
27287,53128
27310,71698
273336,69942
273554,95055
273602,62311
273779,65507
27393,59194
274260,55428
27443,88152
274545,55826
274683,47958
274794,56598
275076,65347
275083,55702
275092,58887
275129,70468
275172,73104
275218,51866
275347,98460
275573,44135
275586,66682
275676,50637
275811,84826
275903,49059
276135,67263
276243,62250
276399,81973
276980,55375
277048,77008
277193,59090
277418,78946
277546,69271
277734,60925
278315,80252
278362,58784
278395,47493
278407,77415
278508,69061
278518,57585
278609,69258
279337,51495
279428,53282
279629,52399
279713,77326
279783,45837
279983,67367
280246,75366
28031,48799
280708,57842
280815,123131
280948,99050
281367,51656
281553,86151
281995,63162
28263,66074
282766,74878
282847,57686
283238,69165
283578,71752
283587,48553
283940,69012
284449,75675
284479,92864
284799,82339
284895,84126
285091,62328
285355,76467
285587,59874
285830,54569
285960,55557
286052,76591
286136,50204
286152,60325
286475,76434
286569,71332
286618,49070
287022,62717
287200,75928
287225,86277
287262,40000
287402,65243
287563,55526
28757,63184
287689,44719
287702,90353
288067,62722
28810,56779
288326,74082
28855,82424
288787,65495
288890,85125
289399,60489
289509,73288
289563,73484
289976,42307
290014,56219
29009,99721
290250,49774
29051,76876
29072,77851
290788,99741
290895,53522
290898,66662
290970,74122
291598,54261
291677,99058
29175,76352
291812,74181
292504,59363
292799,60443
292992,55142
293054,59318
293123,124064
29315,40920
293282,72098
293387,58924
29342,68961
293600,79856
294265,58324
294410,86806
29460,45569
294819,48016
29486,90894
294899,41055
294933,55231
29498,52977
295019,99518
29509,56741
295363,56404
295550,48752
295698,71069
295997,78905
296001,86221
296298,69744
296584,61512
297314,99239
297516,79856
297709,59235
297743,72392
297777,65933
297889,47778
297943,49611
298114,50001
298372,70587
298658,43634
298945,73791
299016,74306
299124,53627
299811,98449
30168,81843
30390,80516
30820,71768
30853,41597
31023,65201
31187,71688
31343,73491
31392,78240
31456,50378
31748,60921
31933,83083
31939,87493
32035,73534
32314,55471
32793,59421
32890,63430
33136,91202
33768,72480
33786,81681
33982,70095
34116,47821
34144,72295
34212,41458
34335,60824
34396,53373
34465,45075
34551,70744
35802,79495
35965,79351
36137,86649
36214,63091
36291,71699
37166,66705
37269,78451
37780,92340
38040,98492
38330,68967
38596,83544
38820,77548
39266,78682
39300,79439
39389,74020
39654,88590
39748,73135
39782,88019
39924,92293
39946,86577
400251,74114
40058,93635
400600,84404
400824,43965
400992,68359
401621,77861
401693,54533
402251,62420
402258,70408
40227,80929
402499,76568
402858,84579
402910,54692
403007,62433
403010,85607
403042,96773
403093,72462
403221,71937
403407,77479
403428,50519
40343,55491
403445,55734
403505,69452
404287,59390
404593,62676
404790,41841
404882,63351
404952,91171
40520,66529
405386,45038
40546,64541
405590,68591
405610,70470
405616,71986
405697,50618
405772,78214
40578,53191
405811,61445
406816,59203
406945,85035
407037,58529
407040,43187
407444,80424
407556,56435
407617,66861
407878,52709
407974,48872
407981,52240
408075,70844
408206,56844
408265,83789
408266,88089
408578,67948
408671,70197
40877,69299
408915,50670
40929,61940
409565,99785
409659,59878
409671,96770
409831,56869
410459,48818
410568,80561
41067,52028
410846,85273
411140,77345
411408,64406
412050,79167
412383,70812
412876,78873
41302,61717
413157,51491
413553,48983
41386,57413
413896,57645
414249,77831
414302,64298
414510,65966
414963,46265
414998,47335
415149,56012
415564,59851
415574,61311
415693,71931
415695,97144
41633,98547
416399,67290
416540,70411
416622,53636
416766,81133
416889,70174
417168,65055
417208,66152
417736,57484
417845,75115
417907,80072
417981,61363
418274,66560
418755,56839
418847,72026
418962,69742
419822,85602
420006,66140
420070,98525
420301,50702
420614,44493
421232,78278
421295,88293
421397,51895
421452,85917
421546,77040
42177,56589
421775,67055
421901,64029
422093,97155
42215,70529
422248,73789
423047,63894
423105,55673
423156,46856
423416,57631
423419,83555
423432,81391
42362,97192
423720,70766
423725,95183
423903,71331
423967,50571
424185,60572
424194,48744
424548,57506
424621,75593
424939,63766
42506,96047
42533,67454
425415,94180
425509,65375
425599,95860
425633,62329
425683,55896
42570,58492
425951,55558
426274,74878
426489,64400
42654,71371
426762,73974
426963,58802
427452,89829
427541,96294
427591,70565
427707,69171
428088,49053
428255,42760
428457,64689
428649,48536
428983,80874
429054,59246
429096,62507
429127,46842
429179,71377
429195,55870
429241,56720
430033,68333
430036,45911
43010,49764
430115,64054
430562,87366
430645,56414
430850,99242
430940,57920
430964,60467
431015,65835
431097,71376
431279,82312
431428,52991
431478,59114
431503,80834
432070,71764
432082,70201
432367,62033
432463,73142
432729,68654
433280,93190
433547,67334
433557,64919
433667,66269
434040,48926
434215,85345
43447,76030
434670,85948
435085,79693
435194,99931
435499,48954
436056,98757
436213,84475
436272,53404
436406,83186
436463,57173
436583,57436
436788,85315
436997,64520
43703,124372
437164,81411
437375,46604
437586,58649
437649,64045
437929,84869
438017,68332
438324,96301
438563,40000
438703,66850
438731,60979
438906,52357
438917,53310
439157,67233
439414,42395
439434,52179
439570,56794
439581,90407
439665,62850
44026,66238
440474,64582
441059,99460
441191,46040
44126,69274
441370,78397
441770,67454
441775,59094
441833,62187
441910,66143
441912,56704
441955,98724
441968,64153
44203,99385
442939,68727
443132,59596
443145,98686
443332,69464
443336,47069
443341,77247
443360,44722
444138,66741
444349,43152
444590,61468
444740,47340
444818,68873
445055,96962
445544,59487
445568,70031
445741,56904
445886,66707
446058,54532
446494,54053
446656,88137
44680,73226
446823,59627
446984,48240
447133,96746
447192,81785
447356,98671
447422,52181
447606,51211
447890,48448
447944,69589
448148,49519
44817,77606
448174,99115
448216,56003
448333,80001
448421,93081
448584,99246
448591,56484
448628,63051
448986,72507
449275,65043
449414,99717
449485,73312
450075,64534
450273,76212
450359,74244
450475,65332
450545,49671
450562,72241
450719,69489
451224,64059
451323,66280
451903,87591
451933,48074
452047,44712
45205,65002
452056,80236
452231,60709
453170,99226
453506,64969
453679,61275
453753,85047
454156,62729
454495,56725
454693,51826
454712,80740
454790,60752
454834,70867
454894,76823
455113,45775
455188,61865
455622,75147
455685,71865
455691,89385
455789,60767
455979,95884
456065,48734
456074,58840
456186,96975
456362,99412
456758,68245
457153,98598
457317,95551
457547,68388
457934,67097
458043,55983
458101,88785
458403,69709
458444,96194
458499,57136
458548,91825
458549,61687
458598,48491
45910,82211
459176,59275
459408,60048
459422,59905
459479,115096
459605,71178
459713,81592
45980,53136
459932,54346
460240,86473
460413,53379
460544,66695
460607,84839
460803,84442
461065,58577
461249,47862
461476,67709
461953,99577
462526,49735
462565,56905
462590,66309
462650,69615
46273,55575
462901,62306
463385,64236
463402,56038
463547,52904
463577,67945
463616,71429
463664,77288
463666,97409
463875,40000
46420,94814
464572,98095
464752,63170
464813,84901
464839,97792
465002,54438
465003,69737
465157,89139
465211,54447
465539,52107
46629,65960
466577,50285
466647,79282
46669,57761
466857,86358
467036,70761
467398,94752
467493,91719
467571,98706
467680,97536
46810,95324
468118,82348
468199,84989
468343,66765
468362,70746
